id,glosa
1784,mecanico automotriz
1785,mantencion vivero tem 2024 y otras labores agricolas
1786,jefe de centrofinanciero
1787,planner crossmedia
1788,reponedor de abarrotes
1789,mantener limpias las oficinas
1790,educadora de parvulos
1791,regar mover tierra podar reparaciones de cercado y demás labores asociadas al cargo
1792,responder a la empresa por la conservación e integridad de todo el material y equipos de la embarcación como del personal a bordo lo que sólo será excepcionales en las situaciones previstas por la ley
1793,ejecutar las operaciones de reposición cajas y otras tareas asignadas de la sala de ventas con el fin de mantener altos estándares en el área de cajas reposición y atención a clientes
1794,brindar a los clientes de la polar una atención integral en su experiencia de compra contribuyendo a la mantención de una exhibición de productos atractiva y facilitadora y dando una ágil y eficiente experiencia en caja ofreciendo además nuestros productos financieros
1795,segun contrato
1796,encargada de la administracion general de la empresa facturación cobranza finanzas
1797,conduccion
1798,responsable de dar soporte a la gestión administrativa de mantención flota  solicitud de compra y entrega de insumos respetando las normativa de seguridad calidad y medio ambiente
1799,es responsable de controlar el trabajo realizado por trabajadores de contratistas en cuanto a tiempo uso de materiales normas de calidad y normas de seguridad con el fin de llevar a cabo las faenas en los tiempos establecidos en los contratos
1800,ejecutar el trabajo de servicios administrativos
1801,el auxiliar de servicios ejecuta tareas generales de aseo y desinfección al mismo tiempo si desarrolla tareas especificas en el área de aseo deberá ejecutar tareas generales de aseo en las diferentes instalaciones del recinto donde se presta servicio manteniendo sus dependencias y equipos limpios
1802,informar a la jefatura en forma inmediata de los incidentes de operación que afecten o coloquen en riesgo personas o instalaciones sean estas propias o de terceros mantener su puesto y ambiente de trabajo ordenado y aseado proponer mejoras al proceso productivo dentro del área
1803,opera lhd u otro equipo carga de camiones con mineral estéril yo transporte a los puntos de vaciado y apoyo a todo lo referente a las operaciones unitarias mineras de acuerdo a los procedimientos de trabajo y estándares definidos por la compañía y el cliente
1804,armador de precarga sucursales
1805,mantenedor hidraulico
1806,servicio de aseo de espacios públicosservicio de aseo y barrido de calles y veredasservicio de extracción de escombros y basuras de vías públicasservicio de limpieza de canales sumideros sifones y alcantarillasapoyo al municipio en actividades masivas
1807,encargado de manipular programa computacional ajustando diferentes parámetros con la finalidad de descartar fruta comercial y entregar producto final dentro de los estándares de calidad  requeridos apoyar a encargada de turno en gestionar recurso humano disponibles en la línea velar por el cumpli
1808,acordes al cargo
1809,según contrato
1810,supervisar las funciones del personal de la agenciasupervisar el buen funcionamiento y uso de los equipos y sistemas supervisa las rendiciones y pago de bspefectuar reservas y su seguimientoemisión de boletosliquidacion de negocios por cada ventas realizadareportar diariamente liquidacion
1811,peoneta
1812,realizar la atención de clientespacientes según las políticas dispuesta otorgando un servicio de calidad a nuestros consumidores reponer limpiar y controlar las estanterías asignadas junto con controlar las fechas de vigencia de los medicamentos y reportar con antelación la proximidad de los
1813,responsable de ejecutar las operaciones en redes de mt bt
1814,ejecutivo a de ventas
1815,ejecutar las acciones de admisión y difusión para asegurar el logro de las metas de admisión y difusión de la sede
1816,operar equipos en la planta de generación eléctrica tipo diésel
1817,raleodor de manzanos
1818,terapeuta ocupacional
1819,asistente de aula
1820,servicio de vigilancia y control de acceso en la instalación denominada subestación picarte
1821,responsable de la correcta y eficiente utilización de la infraestructura por parte de clientes y usuarios en general del buen uso y cuidado de la infraestructura por parte de los usuariosresponsable de una adecuada atención y satisfacción del cliente en los frentes de atraque y zonas
1822,ejecutar coordinadamente según los requerimientos del punto de venta las actividades que involucran la atención integral del cliente esto es la venta el pago y el empaque de los productos vendidos en el local como también de la reposición y aseo de todas las secciones y dependencias del local
1823,señalero en la faena de control de transito vehicular
1824,cargar y descargar maderacumplir con la recepción del turnodescarga y carga de camiones y tractoresdescarga de carros de ferrocarrilmantener grúa limpia y en buenas condicionesrevisar el estado de la grúa al iniciar y terminar el turno y completar el report
1825,técnico electromecánico
1826,el trabajador se compromete a ejecutar el trabajo de cajero en el establecimiento de sociedad comercial a  g astullido limitada
1827,manejo de cultivos  cercos maleza etc
1828,jefe adm y finanzas
1829,funciones de inspector
1830,1limpieza y desinfección de áreas de trabajo y zonas de servicios asignadas en la instalación2limpieza industrial profunda cuando le sea requerido  instruido3utilización de implementos de limpieza según sea requerido
1831,ternerera  carga y descarga de materiales y colaborar en la construcción de obras menores que se requieran en el predio  y en todas aquellas labores agrícolas para la producción de leche y cría de ganado
1832,chofer y en general para que preste los demás servicios relacionados con el cargo
1833,ejecutar la limpieza e higiene de las unidades de cultivo einstalacionesapoyar en terreno las actividades y procesos de manejoproductivo de los peces
1834,admisionista
1835,mantención monitoreo y administración de servidores
1836,realizar aseo industrial  en las áreas asignadas según lo definido y comunicado por la supervisión directa   mantener de manera adecuada los implementos de trabajo asignados   atender los requerimientos del servicio solicitados por su supervisor   mantener de manera ordenada y actualizada la
1837,embaladora
1838,gestionar los riesgos asociados al proceso de carguío tipo de camión polvo en suspensión condiciones climáticas somnolencia condiciones de pista de rodado condición en la frente carguío carguíos en zonas operativas inpit stock de mineral botaderos desarrollos entre otras a través de equi
1839,téc mantenimiento de distribución mv
1840,sus principales funciones son dirigir y coordinar proyectos desde la ingeniería hasta la entrega al cliente interno asegurando el cumplimiento de alcance costo y plazos comprometidos también supervisa la administración de contratos adjudicados
1841,pago de premiosatencion de publico
1842,analista desarrollador
